varName	varType	n	beta	lower	upper	pvalue	resType	description	isTraitOfInterest	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Category	Path
20004#1600	Categorical multiple	343144/475(343619)	-0.00331987287708928	-0.0922329378582892	0.0873447991572155	0.942219846457278	LOGISTIC-BINARY	Operation code: mri / magnetic resonance imaging		100000	UK Biobank Assessment Centre	100071	Verbal interview	100076	Operations	100076	UK Biobank Assessment Centre > Verbal interview > Operations
6141#6	Categorical multiple	338858/2754(341612)	0.00139114797685894	-0.0360816174962449	0.0391654467884449	0.942225920917542	LOGISTIC-BINARY	How are people in household related to participant: Grandchild		100000	UK Biobank Assessment Centre	100025	Touchscreen	100062	Sociodemographics	100066	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household
22601#54952914	Categorical single	85847/18(85865)	-0.0169083215712701	-0.454560368887791	0.466242000390377	0.942409165238369	LOGISTIC-BINARY	Job coding		100089	Online follow-up	123	Work environment	130	Employment history	130	Online follow-up > Work environment > Employment history
41200#Q122	Categorical multiple	343349/313(343662)	-0.00409674178991631	-0.114198681997163	0.108655870581711	0.942541838855178	LOGISTIC-BINARY	Operative procedures - main OPCS4: Q12.2 Replacement of intrauterine contraceptive device		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20003#1140916270	Categorical multiple	343602/17(343619)	-0.0173188026931579	-0.46682250578117	0.480503366431056	0.942657518119608	LOGISTIC-BINARY	Treatment/medication code: liquid paraffin+white soft paraffin 50%/50% ointment		100000	UK Biobank Assessment Centre	100071	Verbal interview	100075	Medications	100075	UK Biobank Assessment Centre > Verbal interview > Medications
22601#35132648	Categorical single	85708/157(85865)	-0.00577744244708754	-0.16078884434596	0.154567000211278	0.942725997750256	LOGISTIC-BINARY	Job coding		100089	Online follow-up	123	Work environment	130	Employment history	130	Online follow-up > Work environment > Employment history
41210#M533	Categorical multiple	343397/265(343662)	-0.00442290406997741	-0.123616699323996	0.117933389131705	0.94276603853381	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: M53.3 Introduction of tension-free vaginal tape		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
25273	Continuous	28849	-0.000408925351029998	-0.0115833752543816	0.0107655245523216	0.942819464078398	LINEAR	Mean L2 in superior corona radiata on FA skeleton (left)		100000	UK Biobank Assessment Centre	100003	Imaging	100	Brain MRI	134	UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton
41259	Integer	301577	-0.000127246471349265	-0.00360478586198972	0.00335029291929119	0.94282698925529	LINEAR	Records in HES inpatient main dataset		2006	Health-related outcomes		Hospital inpatient		Hospital inpatient	2006	Health-related outcomes > Hospital inpatient > Record-level access
41272#S183	Categorical multiple	343623/39(343662)	0.0115227802836156	-0.293175245730738	0.337652030508766	0.942828396593739	LOGISTIC-BINARY	Operative procedures - OPCS4: S18.3 Distant fasciocutaneous flap to head or neck NEC		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20004#1566	Categorical multiple	343608/11(343619)	-0.0213910566793266	-0.572124299493951	0.604479707150514	0.942868981499161	LOGISTIC-BINARY	Operation code: peptic ulcer surgery		100000	UK Biobank Assessment Centre	100071	Verbal interview	100076	Operations	100076	UK Biobank Assessment Centre > Verbal interview > Operations
41272#S149	Categorical multiple	343637/25(343662)	0.0144481756173408	-0.364889149965961	0.427618052054972	0.94287982871551	LOGISTIC-BINARY	Operative procedures - OPCS4: S14.9 Unspecified shave biopsy of skin		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#U351	Categorical multiple	343651/11(343662)	0.0217594581710125	-0.538776059946618	0.659230192550315	0.942914837608771	LOGISTIC-BINARY	Operative procedures - OPCS4: U35.1 Thermography of blood flow		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20544#11	Categorical multiple	87890/23765(111655)	-0.000530709336428589	-0.0150467336375298	0.0140102901232374	0.942923442327851	LOGISTIC-BINARY	Mental health problems ever diagnosed by a professional: Depression		100089	Online follow-up	136	Mental health	137	Mental distress	137	Online follow-up > Mental health > Mental distress
41272#Q548	Categorical multiple	343609/53(343662)	-0.00982226768757503	-0.271587486309578	0.267488497230132	0.94299146295268	LOGISTIC-BINARY	Operative procedures - OPCS4: Q54.8 Other specified operations on other ligament of uterus		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
