varName	varType	n	beta	lower	upper	pvalue	resType	description	isTraitOfInterest	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Category	Path
738	Categorical single	116024	-0.00263033930619772	-0.01299615978629	0.00773548117389456	0.618941553164358	ORDERED-LOGISTIC	Average total household income before tax		100000	UK Biobank Assessment Centre	100025	Touchscreen	100062	Sociodemographics	100066	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household
41272#M441	Categorical multiple	135701/189(135890)	0.0366187629579653	-0.105527613283007	0.183276521642744	0.619030589907176	LOGISTIC-BINARY	Operative procedures - OPCS4: M44.1 Endoscopic lithopaxy		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#U052	Categorical multiple	133193/2697(135890)	-0.00964138458091869	-0.0475106177403627	0.0285284354941867	0.619158582447795	LOGISTIC-BINARY	Operative procedures - OPCS4: U05.2 Magnetic resonance imaging of head		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
40011#8160	Categorical single	135841/49(135890)	-0.0692214011347002	-0.334378892285006	0.212332066473973	0.619221388348052	LOGISTIC-BINARY	Histology of cancer tumour		100091	Health-related outcomes	100092	Cancer register	100092	Cancer register	100092	Health-related outcomes > Cancer register
41272#T858	Categorical multiple	135762/128(135890)	-0.0433525211326902	-0.211314374264729	0.130899772966542	0.619305961682098	LOGISTIC-BINARY	Operative procedures - OPCS4: T85.8 Other specified block dissection of lymph nodes		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
27592	Continuous	13228	0.00393156422589592	-0.0115813770888393	0.0194445055406311	0.619356502397212	LINEAR	Area of Pole-occipital (right hemisphere)		100000	UK Biobank Assessment Centre	100003	Imaging	100	Brain MRI	197	UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s
41273#801	Categorical multiple	135812/78(135890)	-0.0562856282211197	-0.273534592875214	0.171052953871137	0.619358255591146	LOGISTIC-BINARY	Operative procedures - OPCS3: 801 Joint puncture		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#G478	Categorical multiple	135844/46(135890)	0.0753969578265354	-0.213026775935663	0.382960952839575	0.619484186726964	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: G47.8 Other specified intubation of stomach		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41200#C543	Categorical multiple	135880/10(135890)	0.164726826567712	-0.443814619825774	0.864734583364215	0.619532527216339	LOGISTIC-BINARY	Operative procedures - main OPCS4: C54.3 Buckling of sclera and implant HFQ		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41210#C828	Categorical multiple	135863/27(135890)	0.0987162622129351	-0.275433794781089	0.50590379330012	0.61962125370161	LOGISTIC-BINARY	Operative procedures - secondary OPCS4: C82.8 Other specified destruction of lesion of retina		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
41272#T263	Categorical multiple	135874/16(135890)	0.129839390522276	-0.356151932247475	0.673069349252485	0.619637121548899	LOGISTIC-BINARY	Operative procedures - OPCS4: T26.3 Repair of recurrent incisional hernia using sutures		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
20653	Categorical single	52096	0.00392888647553291	-0.011586787791305	0.0194445607423708	0.619676297534852	ORDERED-LOGISTIC	Liking for diet fizzy drinks		1039	Online follow-up		Food (and other) preferences		Food (and other) preferences	1039	Online follow-up > Food (and other) preferences
41200#B275	Categorical multiple	135814/76(135890)	0.0580335425423949	-0.165591653906337	0.293184400109828	0.619701028473691	LOGISTIC-BINARY	Operative procedures - main OPCS4: B27.5 Subcutaneous mastectomy		100091	Health-related outcomes	2000	Hospital inpatient	2005	Summary Operations	2005	Health-related outcomes > Hospital inpatient > Summary Operations
27191	Continuous	13228	-0.00410784409285033	-0.0203389609021549	0.0121232727164543	0.619844847405846	LINEAR	Mean thickness of parstriangularis (left hemisphere)		100000	UK Biobank Assessment Centre	100003	Imaging	100	Brain MRI	196	UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer DKT
